"","Group","Description","District","Date","Year","Month","Day.of.Week","Hour","Street"
"225","Aggravated Assault","ASSAULT - AGGRAVATED","C6","2018-10-03",2018,10,"Wednesday",4,"SOUTHAMPTON ST"
"226","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3","2018-10-03",2018,10,"Wednesday",4,"FREMONT ST"
"227","Verbal Disputes","VERBAL DISPUTE","B2","2018-10-02",2018,10,"Tuesday",23,"SAVIN ST"
"228","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B2","2018-10-03",2018,10,"Wednesday",3,"BLUE HILL AVE"
"229","Larceny","LARCENY ALL OTHERS","C11","2018-10-02",2018,10,"Tuesday",22,"ATHERSTONE ST"
"230","Auto Theft","AUTO THEFT","C11","2018-10-02",2018,10,"Tuesday",22,"ATHERSTONE ST"
"231","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","D4","2018-10-03",2018,10,"Wednesday",2,"HUNTINGTON AVE"
"232","Vandalism","VANDALISM","D4","2018-10-03",2018,10,"Wednesday",2,"HUNTINGTON AVE"
"233","Other","THREATS TO DO BODILY HARM","A1","2018-10-03",2018,10,"Wednesday",1,"ATLANTIC AVE"
"234","Other","INTIMIDATING WITNESS","B2","2018-10-03",2018,10,"Wednesday",1,"WYOMING ST"
"235","Verbal Disputes","VERBAL DISPUTE","C11","2018-10-03",2018,10,"Wednesday",0,"DAKOTA ST"
"236","Ballistics","BALLISTICS EVIDENCE/FOUND","B2","2018-10-03",2018,10,"Wednesday",0,"EUSTIS ST"
"237","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B2","2018-10-03",2018,10,"Wednesday",0,"WOODCLIFF ST"
"238","Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","E18","2018-10-02",2018,10,"Tuesday",22,"RIVER ST"
"239","Investigate Person","INVESTIGATE PERSON","D4","2018-10-02",2018,10,"Tuesday",22,"CUMSTON ST"
"240","Verbal Disputes","VERBAL DISPUTE","C11","2018-10-02",2018,10,"Tuesday",22,"DAKOTA ST"
"241","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11","2018-10-02",2018,10,"Tuesday",19,"ASHMONT ST"
"242","Other","KIDNAPPING/CUSTODIAL KIDNAPPING","C11","2018-10-02",2018,10,"Tuesday",19,"ASHMONT ST"
"243","Investigate Person","INVESTIGATE PERSON","A15","2018-10-02",2018,10,"Tuesday",21,"BUNKER HILL ST"
"244","Verbal Disputes","VERBAL DISPUTE","B2","2018-10-02",2018,10,"Tuesday",23,"FOLSOM ST"
"245","Other","THREATS TO DO BODILY HARM","B2","2018-10-02",2018,10,"Tuesday",23,"FOLSOM ST"
"246","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2018-10-02",2018,10,"Tuesday",22,"PIERCE AVE"
"247","Simple Assault","ASSAULT SIMPLE - BATTERY","B2","2018-10-02",2018,10,"Tuesday",21,"DUDLEY ST"
"248","Missing Person Reported","MISSING PERSON","B2","2018-10-02",2018,10,"Tuesday",22,"ALLEGHANY ST"
"249","Verbal Disputes","VERBAL DISPUTE","B3","2018-10-02",2018,10,"Tuesday",22,"RIPLEY RD"
"250","Medical Assistance","SUICIDE / SUICIDE ATTEMPT","B2","2018-10-02",2018,10,"Tuesday",22,"BLUE HILL AVE"
"251","Investigate Person","INVESTIGATE PERSON","E18","2018-10-02",2018,10,"Tuesday",21,"METROPOLITAN AVE"
"252","Towed","TOWED MOTOR VEHICLE","A1","2018-10-02",2018,10,"Tuesday",21,"COOPER ST"
"253","Verbal Disputes","VERBAL DISPUTE","B3","2018-10-02",2018,10,"Tuesday",19,"NORFOLK ST"
"254","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1","2018-10-02",2018,10,"Tuesday",10,"WASHINGTON ST"
"255","Towed","TOWED MOTOR VEHICLE","D4","2018-10-02",2018,10,"Tuesday",21,"KENDALL ST"
"256","Medical Assistance","DEATH INVESTIGATION","C6","2018-10-02",2018,10,"Tuesday",21,"E THIRD ST"
"257","Investigate Person","INVESTIGATE PERSON","D14","2018-10-02",2018,10,"Tuesday",21,"COMMONWEALTH AVE"
"258","Investigate Person","INVESTIGATE PERSON","D4","2018-07-01",2018,7,"Sunday",0,"BOYLSTON ST"
"259","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E5","2018-10-02",2018,10,"Tuesday",20,"CENTRE ST"
"260","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2","2018-10-02",2018,10,"Tuesday",20,"LAWRENCE AVE"
"261","Simple Assault","ASSAULT SIMPLE - BATTERY","C6","2018-10-02",2018,10,"Tuesday",20,"MASSACHUSETTS AVE"
"262","Verbal Disputes","VERBAL DISPUTE","C11","2018-10-02",2018,10,"Tuesday",21,"HECLA ST"
"263","Recovered Stolen Property","PROPERTY - STOLEN THEN RECOVERED","D4","2018-10-02",2018,10,"Tuesday",20,"BOYLSTON ST"
"264","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3","2018-10-02",2018,10,"Tuesday",0,"BLUE HILL AVE"
"265","Aggravated Assault","ASSAULT - AGGRAVATED","B3","2018-10-02",2018,10,"Tuesday",20,"RIVER ST"
"266","Larceny","LARCENY ALL OTHERS","B2","2018-10-02",2018,10,"Tuesday",15,"TOWNSEND ST"
"267","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2","2018-10-02",2018,10,"Tuesday",20,"HAROLD ST"
"268","Fire Related Reports","FIRE REPORT - HOUSE, BUILDING, ETC.","D4","2018-10-02",2018,10,"Tuesday",19,"LATTIMORE CT"
"269","Missing Person Reported","MISSING PERSON","E18","2018-10-02",2018,10,"Tuesday",19,"THOMPSON ST"
"270","Missing Person Located","MISSING PERSON - LOCATED","E18","2018-10-02",2018,10,"Tuesday",19,"THOMPSON ST"
"271","Investigate Person","INVESTIGATE PERSON","C11","2018-10-02",2018,10,"Tuesday",20,"COLEMAN ST"
"272","Aggravated Assault","ASSAULT - AGGRAVATED","C6","2018-10-02",2018,10,"Tuesday",20,"G ST"
"273","Verbal Disputes","VERBAL DISPUTE","B3","2018-10-02",2018,10,"Tuesday",19,"WILMINGTON AVE"
"274","Drug Violation","DRUGS - SALE / MANUFACTURING","A1","2018-10-02",2018,10,"Tuesday",18,"NEW SUDBURY ST"
"275","Drug Violation","DRUGS - SALE / MANUFACTURING","A1","2018-10-02",2018,10,"Tuesday",16,"NEW SUDBURY ST"
"276","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4","2018-10-02",2018,10,"Tuesday",19,"MASSACHUSETTS AVE"
"277","Larceny","LARCENY SHOPLIFTING","D4","2018-10-02",2018,10,"Tuesday",19,"COPLEY PL"
"278","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4","2018-10-02",2018,10,"Tuesday",16,"MASSACHUSETTS AVE"
"279","Larceny","LARCENY THEFT OF BICYCLE","A1","2018-10-02",2018,10,"Tuesday",7,"WASHINGTON ST"
"280","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","C6","2018-10-02",2018,10,"Tuesday",18,"BOSTON ST"
"281","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C6","2018-10-02",2018,10,"Tuesday",19,"DORCHESTER ST"
"282","Simple Assault","ASSAULT SIMPLE - BATTERY","A7","2018-10-02",2018,10,"Tuesday",19,"BENNINGTON ST"
"283","Larceny","LARCENY SHOPLIFTING","A1","2018-10-02",2018,10,"Tuesday",16,"WASHINGTON ST"
"284","Verbal Disputes","VERBAL DISPUTE","C11","2018-10-02",2018,10,"Tuesday",19,"RIDGEWOOD ST"
"285","Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","C11","2018-10-02",2018,10,"Tuesday",18,"COLUMBIA RD"
"286","Medical Assistance","SUICIDE / SUICIDE ATTEMPT","E18","2018-10-02",2018,10,"Tuesday",18,"DANA AVE"
"287","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2018-09-30",2018,9,"Sunday",19,"HIGH ST"
"288","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A7","2018-10-02",2018,10,"Tuesday",18,"BENNINGTON ST"
"289","Ballistics","BALLISTICS EVIDENCE/FOUND","B2","2018-10-02",2018,10,"Tuesday",19,"DUDLEY ST"
"290","Larceny","LARCENY THEFT FROM BUILDING","C11","2018-09-28",2018,9,"Friday",19,"TALBOT AVE"
"291","Violations","VAL - OPERATING WITHOUT LICENSE","B2","2018-10-02",2018,10,"Tuesday",18,"DALE ST"
"292","Violations","VAL - OPERATING UNREG/UNINS  CAR","B2","2018-10-02",2018,10,"Tuesday",18,"DALE ST"
"293","Prisoner Related Incidents","FUGITIVE FROM JUSTICE","B2","2018-10-02",2018,10,"Tuesday",18,"DALE ST"
"294","Harassment","HARASSMENT","B2","2018-10-02",2018,10,"Tuesday",14,"COLUMBIA RD"
"295","Property Lost","PROPERTY - LOST","A1","2018-10-02",2018,10,"Tuesday",9,"NASHUA ST"
"296","Warrant Arrests","WARRANT ARREST","C11","2018-10-02",2018,10,"Tuesday",18,"DORCHESTER AVE"
"297","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11","2018-10-02",2018,10,"Tuesday",18,"MINOT ST"
"298","Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY","E13","2018-10-02",2018,10,"Tuesday",18,"LAMARTINE ST"
"299","Verbal Disputes","VERBAL DISPUTE","B3","2018-10-02",2018,10,"Tuesday",18,"ORMOND ST"
"300","Towed","TOWED MOTOR VEHICLE","A7","2018-10-02",2018,10,"Tuesday",18,"PARIS ST"
"301","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2","2018-10-01",2018,10,"Monday",11,"LONGWOOD AVE"
"302","Fraud","FRAUD - FALSE PRETENSE / SCHEME","D14","2018-09-19",2018,9,"Wednesday",14,"GARDNER ST"
"303","Fraud","FRAUD - FALSE PRETENSE / SCHEME","B2","2018-09-28",2018,9,"Friday",9,"TREMONT ST"
"304","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C6","2018-10-02",2018,10,"Tuesday",18,"CONGRESS ST"
"305","Investigate Property","INVESTIGATE PROPERTY","E18","2018-10-02",2018,10,"Tuesday",18,"TRUMAN PKWY"
"306","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1","2018-10-02",2018,10,"Tuesday",9,"CANAL ST"
"307","Other","THREATS TO DO BODILY HARM","B3","2018-10-02",2018,10,"Tuesday",15,"MILTON AVE"
"308","Larceny","LARCENY ALL OTHERS","A1","2018-09-30",2018,9,"Sunday",2,"MILK ST"
"309","Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","B3","2018-10-02",2018,10,"Tuesday",17,"MARYKNOLL ST"
"310","Harassment","HARASSMENT","E18","2018-10-02",2018,10,"Tuesday",17,"WASHINGTON ST"
"311","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","C6","2018-10-01",2018,10,"Monday",19,"W SECOND ST"
"312","Towed","TOWED MOTOR VEHICLE","E18","2018-10-02",2018,10,"Tuesday",17,"PHILBRICK ST"
"313","Fraud","FRAUD - FALSE PRETENSE / SCHEME","E18","2018-08-21",2018,8,"Tuesday",17,"MOUNT HOPE ST"
"314","Simple Assault","ASSAULT SIMPLE - BATTERY","B3","2018-10-02",2018,10,"Tuesday",16,"BLUE HILL AVE"
"315","Robbery","ROBBERY - STREET","B3","2018-10-02",2018,10,"Tuesday",16,"BLUE HILL AVE"
"316","Other","TRESPASSING","B3","2018-10-02",2018,10,"Tuesday",16,"BLUE HILL AVE"
"317","Property Lost","PROPERTY - LOST","D4","2018-09-27",2018,9,"Thursday",23,"EXETER ST"
"318","Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","D4","2018-10-02",2018,10,"Tuesday",17,"HARRISON AVE"
"319","Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING  BICYCLE - INJURY","E13","2018-10-02",2018,10,"Tuesday",17,"COLUMBUS AVE"
"320","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","C6","2018-10-02",2018,10,"Tuesday",16,"DORCHESTER AVE"
"321","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","C6","2018-10-02",2018,10,"Tuesday",14,"TOPEKA ST"
"322","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","C6","2018-10-02",2018,10,"Tuesday",13,"TOPEKA ST"
"323","Property Lost","PROPERTY - LOST","B2","2018-10-02",2018,10,"Tuesday",12,"WASHINGTON ST"
"324","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","C6","2018-10-02",2018,10,"Tuesday",17,"B ST"
"325","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2","2018-10-02",2018,10,"Tuesday",16,"HUNTINGTON AVE"
"326","Other","THREATS TO DO BODILY HARM","E13","2018-10-02",2018,10,"Tuesday",16,"HORAN WAY"
"327","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2","2018-09-26",2018,9,"Wednesday",18,"BROOKLINE AVE"
"328","Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","E5","2018-10-02",2018,10,"Tuesday",16,"HASTINGS ST"
"329","Larceny","LARCENY ALL OTHERS","A1","2018-10-02",2018,10,"Tuesday",15,"BEVERLY ST"
"330","Simple Assault","ASSAULT SIMPLE - BATTERY","E18","2018-10-02",2018,10,"Tuesday",17,"HYDE PARK AVE"
"331","Simple Assault","ASSAULT SIMPLE - BATTERY","C11","2018-09-13",2018,9,"Thursday",8,"BOWDOIN ST"
"332","Larceny","LARCENY SHOPLIFTING","D4","2018-10-02",2018,10,"Tuesday",16,"HUNTINGTON AVE"
"333","Investigate Property","INVESTIGATE PROPERTY","A1","2018-10-02",2018,10,"Tuesday",17,"LEGENDS WAY"
"334","Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","B2","2018-10-02",2018,10,"Tuesday",16,"BATCHELDER ST"
"335","Vandalism","VANDALISM","B3","2018-10-02",2018,10,"Tuesday",16,"LIVERMORE ST"
"336","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E13","2018-10-02",2018,10,"Tuesday",16,"GREEN ST"
"337","Aggravated Assault","ASSAULT - AGGRAVATED","B2","2018-10-01",2018,10,"Monday",3,"STOUGHTON ST"
"338","Larceny","LARCENY SHOPLIFTING","C6","2018-10-02",2018,10,"Tuesday",15,"ALLSTATE RD"
"339","Warrant Arrests","WARRANT ARREST","C6","2018-10-02",2018,10,"Tuesday",15,"ALLSTATE RD"
"340","Vandalism","VANDALISM","A1","2018-10-01",2018,10,"Monday",17,"FAYETTE ST"
"341","Investigate Person","INVESTIGATE PERSON","B2","2018-10-02",2018,10,"Tuesday",15,"GAYLAND ST"
"342","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3","2018-10-02",2018,10,"Tuesday",15,"ATHELWOLD ST"
"343","Missing Person Located","MISSING PERSON - NOT REPORTED - LOCATED","B2","2018-10-02",2018,10,"Tuesday",15,"INTERVALE ST"
"344","Verbal Disputes","VERBAL DISPUTE","B2","2018-10-02",2018,10,"Tuesday",15,"SONOMA ST"
"345","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2018-10-02",2018,10,"Tuesday",15,"CLIFFMONT ST"
"346","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2018-10-02",2018,10,"Tuesday",14,"AMERICAN LEGION HWY"
"347","Drug Violation","DRUGS - OTHER","B2","2018-10-02",2018,10,"Tuesday",15,"SCHROEDER PLZ"
"348","Aggravated Assault","ASSAULT - AGGRAVATED","B2","2018-10-02",2018,10,"Tuesday",15,"WASHINGTON ST"
"349","Ballistics","BALLISTICS EVIDENCE/FOUND","B2","2018-10-02",2018,10,"Tuesday",15,"HUMBOLDT AVE"
"350","Larceny","LARCENY THEFT FROM BUILDING","D14","2018-10-01",2018,10,"Monday",10,"SOLDIERS FIELD RD"
"351","Vandalism","VANDALISM","B2","2018-10-02",2018,10,"Tuesday",12,"TREMONT ST"
"352","License Plate Related Incidents","M/V PLATES - LOST","D4","2018-09-03",2018,9,"Monday",16,"BEACON ST"
"353","Vandalism","VANDALISM","A15","2018-10-01",2018,10,"Monday",22,"OAK ST"
"354","Auto Theft","AUTO THEFT - MOTORCYCLE / SCOOTER","A15","2018-10-01",2018,10,"Monday",22,"OAK ST"
"355","Warrant Arrests","WARRANT ARREST","B2","2018-10-02",2018,10,"Tuesday",14,"MELNEA CASS BLVD"
"356","Larceny","LARCENY ALL OTHERS","A1","2018-10-02",2018,10,"Tuesday",14,"SUMMER ST"
"357","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2018-10-02",2018,10,"Tuesday",14,"SUMMER ST"
"358","Property Found","PROPERTY - FOUND","E18","2018-10-02",2018,10,"Tuesday",14,"HYDE PARK AVE"
"359","Larceny","LARCENY SHOPLIFTING","D4","2018-10-02",2018,10,"Tuesday",14,"BOYLSTON ST"
"360","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B2","2018-10-02",2018,10,"Tuesday",13,"WARREN ST"
"361","Investigate Person","INVESTIGATE PERSON","D14","2018-09-30",2018,9,"Sunday",16,"WASHINGTON ST"
"362","Other","THREATS TO DO BODILY HARM","C11","2018-10-02",2018,10,"Tuesday",14,"CHARLES ST"
"363","Larceny","LARCENY THEFT OF BICYCLE","D4","2018-09-29",2018,9,"Saturday",14,"COLUMBUS AVE"
"364","Investigate Person","INVESTIGATE PERSON","D4","2018-10-02",2018,10,"Tuesday",14,"COPLEY PL"
"365","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3","2018-10-02",2018,10,"Tuesday",13,"BERNARD ST"
"366","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3","2018-10-02",2018,10,"Tuesday",14,"DEERING RD"
"367","Verbal Disputes","VERBAL DISPUTE","B2","2018-10-02",2018,10,"Tuesday",13,"SAVIN ST"
"368","Investigate Property","INVESTIGATE PROPERTY","B3","2018-09-20",2018,9,"Thursday",0,"COLONIAL AVE"
"369","Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","E5","2018-10-02",2018,10,"Tuesday",13,"BRONX RD"
"370","Property Lost","PROPERTY - LOST","E18","2018-10-01",2018,10,"Monday",17,"HYDE PARK AVE"
"371","Medical Assistance","ANIMAL CONTROL - DOG BITES - ETC.","E13","2018-10-02",2018,10,"Tuesday",13,"CHESTNUT AVE"
"372","Other","INTIMIDATING WITNESS","E5","2018-10-01",2018,10,"Monday",12,"W BOUNDARY RD"
"373","Towed","TOWED MOTOR VEHICLE","A1","2018-10-02",2018,10,"Tuesday",12,"BEACON ST"
"374","Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","A1","2018-10-01",2018,10,"Monday",16,"STILLMAN PL"
"375","Embezzlement","EMBEZZLEMENT","E18","2018-09-12",2018,9,"Wednesday",17,"AMERICAN LEGION HWY"
"376","Investigate Person","INVESTIGATE PERSON","A7","2018-09-30",2018,9,"Sunday",0,"SARATOGA ST"
"377","Larceny","LARCENY SHOPLIFTING","D4","2018-10-02",2018,10,"Tuesday",13,"MASSACHUSETTS AVE"
"378","Fire Related Reports","FIRE REPORT - CAR, BRUSH, ETC.","A7","2018-10-02",2018,10,"Tuesday",12,"MERIDIAN ST"
"379","Property Lost","PROPERTY - LOST","A1","2018-03-01",2018,3,"Thursday",8,"NEW SUDBURY ST"
"380","Investigate Person","INVESTIGATE PERSON","D4","2018-10-02",2018,10,"Tuesday",13,"WESTLAND AVE"
"381","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","C6","2018-10-02",2018,10,"Tuesday",11,"WILLOW CT"
"382","Larceny","LARCENY SHOPLIFTING","D4","2018-10-02",2018,10,"Tuesday",12,"NEWBURY ST"
"383","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A7","2018-10-01",2018,10,"Monday",23,"BORDER ST"
"384","Investigate Person","INVESTIGATE PERSON","E13","2018-10-02",2018,10,"Tuesday",12,"GROTTO GLEN RD"
"385","Harassment","HARASSMENT","D4","2018-10-02",2018,10,"Tuesday",12,"SAINT JAMES AVE"
"386","Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING  BICYCLE - INJURY","E13","2018-10-02",2018,10,"Tuesday",12,"CENTRE ST"
"387","Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","A1","2018-10-01",2018,10,"Monday",18,"CHAUNCY ST"
"388","Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","C11","2018-10-02",2018,10,"Tuesday",11,"WINDERMERE RD"
"389","Missing Person Reported","MISSING PERSON","E18","2018-10-01",2018,10,"Monday",14,"RIVER ST"
"390","Violations","VAL - OPERATING W/O AUTHORIZATION LAWFUL","D14","2018-10-01",2018,10,"Monday",18,"GOULD ST"
"391","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E13","2018-10-02",2018,10,"Tuesday",11,"S HUNTINGTON AVE"
"392","Auto Theft","AUTO THEFT","C6","2018-09-28",2018,9,"Friday",19,"MASSACHUSETTS AVE"
"393","Larceny","LARCENY THEFT FROM BUILDING","B2","2018-10-02",2018,10,"Tuesday",10,"CRESTON ST"
"394","Property Found","PROPERTY - FOUND","D4","2018-10-02",2018,10,"Tuesday",11,"PARK DR"
"395","Larceny","LARCENY SHOPLIFTING","D4","2018-10-02",2018,10,"Tuesday",11,"NEWBURY ST"
"396","Investigate Property","INVESTIGATE PROPERTY","E13","2018-09-27",2018,9,"Thursday",17,"CASTLETON ST"
"397","Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","A7","2018-10-02",2018,10,"Tuesday",11,"MONSIGNOR ALBERT A. JACOB"
"398","Larceny","LARCENY THEFT FROM BUILDING","A1","2018-10-02",2018,10,"Tuesday",8,"WASHINGTON ST"
"399","Verbal Disputes","VERBAL DISPUTE","B3","2018-10-02",2018,10,"Tuesday",11,"BLUE HILL AVE"
"400","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11","2018-10-02",2018,10,"Tuesday",10,"STRATHCONA RD"
"401","Auto Theft","AUTO THEFT","C6","2018-09-22",2018,9,"Saturday",22,"D ST"
"402","Vandalism","VANDALISM","A1","2018-10-02",2018,10,"Tuesday",11,"HAYWARD PL"
"403","Investigate Person","INVESTIGATE PERSON","D4","2018-10-02",2018,10,"Tuesday",10,"E CANTON ST"
"404","Towed","TOWED MOTOR VEHICLE","E13","2018-10-02",2018,10,"Tuesday",10,"JAMAICA ST"
"405","Other","TRESPASSING","D14","2018-10-02",2018,10,"Tuesday",11,"FIDELIS WAY"
"406","Investigate Person","INVESTIGATE PERSON","D4","2018-10-02",2018,10,"Tuesday",10,"W NEWTON ST"
"407","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14","2018-10-01",2018,10,"Monday",22,"VINELAND ST"
"408","Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","B3","2018-10-02",2018,10,"Tuesday",9,"ELLINGTON ST"
"409","Harassment","HARASSMENT","E18","2018-10-02",2018,10,"Tuesday",10,"GREENWOOD AVE"
"410","Towed","TOWED MOTOR VEHICLE","B2","2018-10-02",2018,10,"Tuesday",8,"HUNTINGTON AVE"
"411","Auto Theft","AUTO THEFT","D14","2018-09-30",2018,9,"Sunday",22,"LANGLEY RD"
"412","Property Lost","PROPERTY - MISSING","C11","2018-09-25",2018,9,"Tuesday",18,"DORCHESTER AVE"
"413","Motor Vehicle Accident Response","M/V ACCIDENT - OTHER CITY VEHICLE","D14","2018-10-02",2018,10,"Tuesday",8,"COMMONWEALTH AVE"
"414","Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","B3","2018-10-02",2018,10,"Tuesday",9,"SEAVER ST"
"415","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3","2018-10-02",2018,10,"Tuesday",10,"COLONIAL AVE"
"416","Towed","TOWED MOTOR VEHICLE","C6","2018-10-02",2018,10,"Tuesday",10,"E SIXTH ST"
"417","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2","2018-10-02",2018,10,"Tuesday",9,"PARKER HILL AVE"
"418","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A1","2018-10-02",2018,10,"Tuesday",9,"SOUTH ST"
"419","Vandalism","VANDALISM","A1","2018-10-02",2018,10,"Tuesday",8,"WASHINGTON ST"
"420","Fraud","FRAUD - IMPERSONATION","A1","2018-09-23",2018,9,"Sunday",8,"ARLINGTON ST"
"421","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","D14","2018-10-02",2018,10,"Tuesday",9,"HARVARD AVE"
"422","Vandalism","VANDALISM","B3","2018-10-02",2018,10,"Tuesday",9,"BLUE HILL AVE"
"423","Verbal Disputes","VERBAL DISPUTE","D14","2018-10-02",2018,10,"Tuesday",9,"BEACON ST"
"424","Motor Vehicle Accident Response","M/V ACCIDENT - OTHER CITY VEHICLE","B2","2018-10-02",2018,10,"Tuesday",9,"DUDLEY ST"
"425","Verbal Disputes","VERBAL DISPUTE","E5","2018-10-02",2018,10,"Tuesday",9,"GEORGETOWNE DR"
"426","Verbal Disputes","VERBAL DISPUTE","B2","2018-10-02",2018,10,"Tuesday",9,"INGLESIDE ST"
"427","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A7","2018-10-02",2018,10,"Tuesday",9,"WHITE ST"
"428","Simple Assault","ASSAULT SIMPLE - BATTERY","C6","2018-10-02",2018,10,"Tuesday",8,"COLONEL MICHAEL J. MCDONO"
"429","Towed","TOWED MOTOR VEHICLE","D14","2018-10-02",2018,10,"Tuesday",8,"MONTFERN AVE"
"430","Vandalism","VANDALISM","B2","2018-10-02",2018,10,"Tuesday",8,"GURNEY ST"
"431","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B2","2018-10-02",2018,10,"Tuesday",8,"DALE ST"
"432","Property Related Damage","PROPERTY - ACCIDENTAL DAMAGE","D4","2018-10-02",2018,10,"Tuesday",8,"TREMONT ST"
"433","Simple Assault","ASSAULT SIMPLE - BATTERY","B2","2018-10-01",2018,10,"Monday",10,"MALCOLM X BLVD"
